url,,url,exchange,preference,class,type
eurekaillinois.gov,2238,eurekaillinois.gov,eurekaillinois-gov.mail.protection.outlook.com.,0,IN,MX
eurekaspringsar.gov,2241,eurekaspringsar.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
eurekatownshipmi.gov,2242,eurekatownshipmi.gov,eurekatownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
eutawal.gov,2243,eutawal.gov,eutawal-gov.mail.protection.outlook.com.,10,IN,MX
evanscolorado.gov,2244,evanscolorado.gov,evanscolorado-gov.mail.protection.outlook.com.,0,IN,MX
evanspoliceny.gov,2245,evanspoliceny.gov,evanspoliceny.gov.,0,IN,MX
evanston-wy.gov,2246,evanston-wy.gov,evanstonwy-gov02b.mail.protection.outlook.com.,0,IN,MX
evansville-wy.gov,2248,evansville-wy.gov,evansvillewy-gov02e.mail.protection.outlook.com.,0,IN,MX
evansvillewi.gov,2247,evansvillewi.gov,evansvillewi-gov.mail.protection.outlook.com.,0,IN,MX
evelethpd.gov,2249,evelethpd.gov,evelethpd-gov.mail.protection.outlook.com.,0,IN,MX
everettwa.gov,2250,everettwa.gov,everettwa-gov.mail.protection.outlook.com.,10,IN,MX
evergladesrestoration.gov,11082,evergladesrestoration.gov,evergladesrestoration-gov.mail.protection.outlook.com.,10,IN,MX
evergreenal.gov,2251,evergreenal.gov,mx001.netsol.xion.oxcs.net.,10,IN,MX
evergreenlangladewi.gov,2255,evergreenlangladewi.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
everytrycounts.gov,10768,everytrycounts.gov,smtp2.ees.hhs.gov.,10,IN,MX
evesham-nj.gov,2258,evesham-nj.gov,d281620a.ess.barracudanetworks.com.,5,IN,MX
ewgri.gov,11985,ewgri.gov,aspmx.l.google.com.,1,IN,MX
excelsiorsprings.gov,2260,excelsiorsprings.gov,excelsiorsprings-gov.mail.eo.outlook.com.,10,IN,MX
exeternh.gov,2265,exeternh.gov,aspmx.l.google.com.,0,IN,MX
exeterri.gov,2266,exeterri.gov,exeterri-gov.mail.protection.outlook.com.,10,IN,MX
exim.gov,11246,exim.gov,exim-gov.mail.protection.outlook.com.,0,IN,MX
exploretsp.gov,11295,exploretsp.gov,exploretsp.gov.,0,IN,MX
eyak-nsn.gov,13608,eyak-nsn.gov,eyaknsn-gov01b.mail.protection.outlook.com.,0,IN,MX
eyenote.gov,11113,eyenote.gov,cemailhub1in.treasury.gov.,10,IN,MX
faa.gov,11170,faa.gov,relay3.faa.gov.,5,IN,MX
faasafety.gov,11176,faasafety.gov,amcrelay1.faa.gov.,5,IN,MX
fac.gov,11353,fac.gov,aspmx.l.google.com.,1,IN,MX
faca.gov,11351,faca.gov,dcsapp02.eastus.cloudapp.azure.com.,10,IN,MX
facadatabase.gov,11350,facadatabase.gov,dcsapp02.eastus.cloudapp.azure.com.,10,IN,MX
fafsa.gov,10566,fafsa.gov,fafsa-gov.mail.protection.outlook.com.,10,IN,MX
fai.gov,11360,fai.gov,aspmx.l.google.com.,1,IN,MX
fairbornoh.gov,2267,fairbornoh.gov,fairbornoh-gov.mail.protection.outlook.com.,10,IN,MX
fairbornohio.gov,2268,fairbornohio.gov,fairbornohio-gov.mail.protection.outlook.com.,10,IN,MX
fairchildstx.gov,2269,fairchildstx.gov,d306049a.ess.barracudanetworks.com.,10,IN,MX
fairfax-mn.gov,2272,fairfax-mn.gov,mx.usa.net.,10,IN,MX
fairfax-vt.gov,2277,fairfax-vt.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
fairfaxcounty.gov,8606,fairfaxcounty.gov,fairfaxcounty-gov.mail.protection.outlook.com.,5,IN,MX
fairfaxcountyvirginia.gov,8607,fairfaxcountyvirginia.gov,fairfaxcountyvirginia-gov.mail.protection.outlook.com.,10,IN,MX
fairfaxsc.gov,2273,fairfaxsc.gov,mail.fairfaxsc.gov.,0,IN,MX
fairfaxva.gov,2274,fairfaxva.gov,d219166b.ess.barracudanetworks.com.,5,IN,MX
fairfield-me.gov,2281,fairfield-me.gov,fairfieldme-gov02c.mail.protection.outlook.com.,0,IN,MX
fairfieldcountyohio.gov,8609,fairfieldcountyohio.gov,fairfieldcountyohio-gov.mail.protection.outlook.com.,10,IN,MX
fairfieldcountyohioelections.gov,8608,fairfieldcountyohioelections.gov,fairfieldcountyohioelections-gov.mail.protection.outlook.com.,0,IN,MX
fairfieldct.gov,2279,fairfieldct.gov,d243590a.ess.barracudanetworks.com.,10,IN,MX
fairfieldiowa.gov,2280,fairfieldiowa.gov,fairfieldiowa-gov.mail.protection.outlook.com.,0,IN,MX
fairfieldmt.gov,2282,fairfieldmt.gov,fairfieldmt-gov.mail.protection.outlook.com.,0,IN,MX
fairfieldoh.gov,2283,fairfieldoh.gov,d228283a.ess.barracudanetworks.com.,10,IN,MX
fairfieldtexas.gov,2285,fairfieldtexas.gov,fairfieldtexas-gov.mail.protection.outlook.com.,0,IN,MX
fairfieldtwplenaweemi.gov,2286,fairfieldtwplenaweemi.gov,fairfieldtwplenaweemi.gov.,0,IN,MX
fairhaven-ma.gov,2290,fairhaven-ma.gov,aspmx.l.google.com.,1,IN,MX
fairhavenvt.gov,2292,fairhavenvt.gov,fairhavenvt.gov.,0,IN,MX
fairhope-al.gov,2293,fairhope-al.gov,fairhopeal-gov02b.mail.protection.outlook.com.,0,IN,MX
fairhopeal.gov,2294,fairhopeal.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
fairhopealpolice.gov,2296,fairhopealpolice.gov,fairhopealpolice-gov.mail.protection.outlook.com.,0,IN,MX
fairleevt.gov,2297,fairleevt.gov,fairleevt-gov.mail.protection.outlook.com.,0,IN,MX
fairmontnc.gov,2298,fairmontnc.gov,fairmontnc-gov.mail.protection.outlook.com.,0,IN,MX
fairmontwv.gov,2299,fairmontwv.gov,mail.fairmontwv.gov.,10,IN,MX
fairmountfireco.gov,11988,fairmountfireco.gov,d283436a.ess.barracudanetworks.com.,0,IN,MX
fairmountga.gov,2300,fairmountga.gov,fairmountga-gov.mail.protection.outlook.com.,0,IN,MX
fairmountheightsmd.gov,2301,fairmountheightsmd.gov,fairmountheightsmd-gov.mail.protection.outlook.com.,0,IN,MX
fairviewnc.gov,2302,fairviewnc.gov,fairviewnc-gov.mail.protection.outlook.com.,0,IN,MX
fairviewtn.gov,2303,fairviewtn.gov,fairviewtn-gov.mail.protection.outlook.com.,0,IN,MX
falconerny.gov,2304,falconerny.gov,Falconerny-gov.mail.protection.outlook.com.,0,IN,MX
fallcreekwi.gov,2305,fallcreekwi.gov,fallcreekwi-gov.mail.protection.outlook.com.,0,IN,MX
fallonnevada.gov,2306,fallonnevada.gov,fallonnevada-gov.mail.protection.outlook.com.,0,IN,MX
fallriverma.gov,2307,fallriverma.gov,fallriverma-gov.mail.protection.outlook.com.,0,IN,MX
fallschurchva.gov,2308,fallschurchva.gov,fallschurchva-gov.mail.protection.outlook.com.,0,IN,MX
fallscityoregon.gov,2309,fallscityoregon.gov,fallscityoregon-gov.mail.protection.outlook.com.,0,IN,MX
fallspa.gov,2310,fallspa.gov,mail.fallspa.gov.,0,IN,MX
falmouthfirema.gov,2312,falmouthfirema.gov,d163254a.ess.barracudanetworks.com.,1,IN,MX
falmouthma.gov,2313,falmouthma.gov,d163246a.ess.barracudanetworks.com.,1,IN,MX
falmouthpolicema.gov,2315,falmouthpolicema.gov,d163255a.ess.barracudanetworks.com.,1,IN,MX
falmouthpublicsafetyma.gov,2318,falmouthpublicsafetyma.gov,d291903a.ess.barracudanetworks.com.,1,IN,MX
falmouthretirementma.gov,2319,falmouthretirementma.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
fan.gov,11065,fan.gov,aspmx.l.google.com.,1,IN,MX
fara.gov,10947,fara.gov,mx-dc2.usdoj.gov.,10,IN,MX
fargond.gov,2321,fargond.gov,itdmail1.nd.gov.,10,IN,MX
farmerfairness.gov,11646,farmerfairness.gov,.,0,IN,MX
farmers.gov,11647,farmers.gov,usda-gov.mail.protection.outlook.com.,10,IN,MX
farmersbranchtx.gov,2323,farmersbranchtx.gov,farmersbranchtx-gov.mail.protection.outlook.com.,0,IN,MX
farmington-mo.gov,2326,farmington-mo.gov,farmingtonmo-gov02e.mail.protection.outlook.com.,0,IN,MX
farmingtonlaxwi.gov,2324,farmingtonlaxwi.gov,mail.mcsnetworks.com.,10,IN,MX
farmingtonmn.gov,2325,farmingtonmn.gov,farmingtonmn-gov.mail.protection.outlook.com.,10,IN,MX
farmvillenc.gov,2327,farmvillenc.gov,farmvillenc-gov.mail.protection.outlook.com.,0,IN,MX
fasab.gov,11721,fasab.gov,mxa-0030d401.gslb.pphosted.com.,10,IN,MX
fatetx.gov,2328,fatetx.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
fatherhood.gov,10769,fatherhood.gov,primary.us.etp.fireeyegov.com.,10,IN,MX
faulknercountyar.gov,8610,faulknercountyar.gov,faulknercountyar-gov.mail.protection.outlook.com.,0,IN,MX
fauquiercounty.gov,8611,fauquiercounty.gov,fcg-mail-01.fauquiercounty.gov.,10,IN,MX
fayettecountyga.gov,8612,fayettecountyga.gov,fayettecountyga-gov.mail.protection.outlook.com.,1,IN,MX
fayettecountyillinois.gov,8613,fayettecountyillinois.gov,securemail.dothagerconsulting.com.,10,IN,MX
fayettecountyoh.gov,8615,fayettecountyoh.gov,d207460a.ess.barracudanetworks.com.,10,IN,MX
fayettecountytn.gov,8616,fayettecountytn.gov,mail.cjissolutions.com.,0,IN,MX
fayettecountywv.gov,8618,fayettecountywv.gov,mx1.emailsrvr.com.,10,IN,MX
fayettemopd.gov,2330,fayettemopd.gov,fayettemopd-gov.mail.protection.outlook.com.,0,IN,MX
fayetteville-ar.gov,2331,fayetteville-ar.gov,fayettevillear-gov03b.mail.protection.outlook.com.,0,IN,MX
fayetteville-ga.gov,2332,fayetteville-ga.gov,d57274a.ess.barracudanetworks.com.,5,IN,MX
fayettevillenc.gov,2334,fayettevillenc.gov,d235520a.ess.barracudanetworks.com.,0,IN,MX
fayettevilleny.gov,2337,fayettevilleny.gov,cnyric.in.tmes.trendmicro.com.,1,IN,MX
fayettevillewv.gov,2338,fayettevillewv.gov,fayettevillewv-gov.mail.protection.outlook.com.,0,IN,MX
fbctx.gov,8620,fbctx.gov,mx1.hc2422-28.iphmx.com.,9,IN,MX
fbi.gov,10949,fbi.gov,mx-east.fbi.gov.,10,IN,MX
fbilab.gov,10952,fbilab.gov,mx-east.fbi.gov.,10,IN,MX
fca.gov,11248,fca.gov,mail.fca.gov.,10,IN,MX
fcc.gov,11251,fcc.gov,mxb-0024ed01.gslb.pphosted.com.,10,IN,MX
fcp-nsn.gov,13609,fcp-nsn.gov,mxb-00815b01.gslb.pphosted.com.,10,IN,MX
fcpotawatomi-nsn.gov,13611,fcpotawatomi-nsn.gov,mxa-00815b01.gslb.pphosted.com.,10,IN,MX
fcsic.gov,11250,fcsic.gov,mail.fcsic.gov.,10,IN,MX
fd.gov,11670,fd.gov,mx04.fd.org.,10,IN,MX
fda.gov,10773,fda.gov,smtp6.fda.gov.,10,IN,MX
fdacs.gov,12766,fdacs.gov,fdacs-gov.mail.protection.outlook.com.,0,IN,MX
fdic.gov,11253,fdic.gov,mail.fdic.gov.,10,IN,MX
fdicig.gov,11256,fdicig.gov,mail.fdicig.gov.,10,IN,MX
fdicoig.gov,11257,fdicoig.gov,mail3.fdic.gov.,10,IN,MX
fdlp.gov,11736,fdlp.gov,exchange.fdlp.gov.,1,IN,MX
fdot.gov,12767,fdot.gov,fdot-gov.mail.protection.outlook.com.,10,IN,MX
fec.gov,11261,fec.gov,fec-gov.mail.protection.outlook.com.,0,IN,MX
fedcenter.gov,11207,fedcenter.gov,fedcenter.gov.,5,IN,MX
federalinvestments.gov,11115,federalinvestments.gov,cwmailhub1in.treasury.gov.,10,IN,MX
federalreserve.gov,11282,federalreserve.gov,outmail01.federalreserve.gov.,10,IN,MX
federalreserveconsumerhelp.gov,11279,federalreserveconsumerhelp.gov,mx1.frb.iphmx.com.,10,IN,MX
federalwaywa.gov,2339,federalwaywa.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
fedidcard.gov,11362,fedidcard.gov,mail.fedidcard.gov.,10,IN,MX
fedinvest.gov,11117,fedinvest.gov,cemailhub1in.treasury.gov.,10,IN,MX
fedramp.gov,11364,fedramp.gov,aspmx.l.google.com.,1,IN,MX
fedreg.gov,11737,fedreg.gov,hqmsadcmfr26.fedreg.gov.,10,IN,MX
fedres.gov,11283,fedres.gov,outmail02.federalreserve.gov.,10,IN,MX
fedshirevets.gov,11529,fedshirevets.gov,cust45693-2.in.mailcontrol.com.,10,IN,MX
fema.gov,10898,fema.gov,mxb-00376703.gslb.gpphosted.com.,10,IN,MX
fennville.gov,2344,fennville.gov,mx1.mtaroutes.com.,10,IN,MX
fentresscountytn.gov,8621,fentresscountytn.gov,fentresscountytn-gov.mail.protection.outlook.com.,0,IN,MX
fenwickisland-de.gov,2345,fenwickisland-de.gov,d300074a.ess.barracudanetworks.com.,0,IN,MX
ferc.gov,11262,ferc.gov,ferc-gov.mail.protection.outlook.com.,0,IN,MX
fergusfallsmn.gov,2347,fergusfallsmn.gov,ussf57.upstreamsecurity.net.,10,IN,MX
ferndalemi.gov,2349,ferndalemi.gov,ferndalemi-gov.mail.protection.outlook.com.,0,IN,MX
ferristexas.gov,2350,ferristexas.gov,ferristexas-gov.mail.protection.outlook.com.,0,IN,MX
festusmo.gov,2351,festusmo.gov,d308863a.ess.barracudanetworks.com.,10,IN,MX
ffiec.gov,11287,ffiec.gov,outmail01.federalreserve.gov.,10,IN,MX
fgdc.gov,11083,fgdc.gov,fgdc-gov.mail.protection.outlook.com.,10,IN,MX
fhfa.gov,11263,fhfa.gov,fhfa-gov.mail.protection.outlook.com.,0,IN,MX
fhfaoig.gov,11264,fhfaoig.gov,fhfaoig-gov.mail.protection.outlook.com.,0,IN,MX
filertwpmi.gov,2353,filertwpmi.gov,mx1.mtaroutes.com.,10,IN,MX
fillmoreca.gov,2357,fillmoreca.gov,fillmoreca-gov.mail.protection.outlook.com.,0,IN,MX
fillmorecountyne.gov,8622,fillmorecountyne.gov,fillmorecountyne-gov.mail.protection.outlook.com.,0,IN,MX
fincen.gov,11119,fincen.gov,cwmailhub1in.treasury.gov.,10,IN,MX
findlayohio.gov,2358,findlayohio.gov,securemail.findlayohio.gov.,0,IN,MX
findmassmoney.gov,12768,findmassmoney.gov,mxa-0018e801.gslb.pphosted.com.,10,IN,MX
firenet.gov,11084,firenet.gov,firenet-gov.mail.protection.outlook.com.,0,IN,MX
firestoneco.gov,2359,firestoneco.gov,firestoneco-gov.mail.protection.outlook.com.,0,IN,MX
firstfreedom.gov,10953,firstfreedom.gov,mx-da6.usdoj.gov.,10,IN,MX
firstnet.gov,10490,firstnet.gov,firstnet-gov.mail.protection.outlook.com.,0,IN,MX
firthidaho.gov,2360,firthidaho.gov,firthidaho.gov.,0,IN,MX
fishkill-ny.gov,2361,fishkill-ny.gov,fishkillny-gov02b.mail.protection.outlook.com.,0,IN,MX
fitchburgma.gov,2362,fitchburgma.gov,mail.fitchburgma.gov.,0,IN,MX
fitchburgwi.gov,2363,fitchburgwi.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
fitness.gov,10777,fitness.gov,smtp.ees.hhs.gov.,10,IN,MX
fitzwilliam-nh.gov,2365,fitzwilliam-nh.gov,mail.avenet.net.,10,IN,MX
fjc.gov,11672,fjc.gov,fjc-gov.mail.protection.outlook.com.,10,IN,MX
fl.gov,12778,fl.gov,suncom.dms.state.fl.us.,5,IN,MX
flaglercounty.gov,8624,flaglercounty.gov,d260584a.ess.barracudanetworks.com.,10,IN,MX
flaglerelections.gov,8627,flaglerelections.gov,aspmx.l.google.com.,1,IN,MX
flaglermosquito.gov,11990,flaglermosquito.gov,flaglermosquito-gov.mail.protection.outlook.com.,0,IN,MX
flagstaffaz.gov,2367,flagstaffaz.gov,flagstaffaz-gov.mail.protection.outlook.com.,0,IN,MX
flaminggorgefireandems.gov,11992,flaminggorgefireandems.gov,aspmx.l.google.com.,1,IN,MX
flatwoodsky.gov,2368,flatwoodsky.gov,mail.cjissolutions.com.,10,IN,MX
flboardofmedicine.gov,12770,flboardofmedicine.gov,flboardofmedicine-gov.mail.protection.outlook.com.,0,IN,MX
flcourts.gov,12773,flcourts.gov,mx1.hc4896-94.iphmx.com.,5,IN,MX
flcourts1.gov,12771,flcourts1.gov,flcourts1.gov.1.0001.arsmtp.com.,10,IN,MX
fldjj.gov,12775,fldjj.gov,mail-4.djj.state.fl.us.,0,IN,MX
fldoi.gov,12776,fldoi.gov,fldoi-gov.mail.protection.outlook.com.,10,IN,MX
fletc.gov,10900,fletc.gov,test.learn.fletc.gov.,10,IN,MX
flgaming.gov,12777,flgaming.gov,flgaming-gov.mail.protection.outlook.com.,0,IN,MX
flhealth.gov,12779,flhealth.gov,flhealth-gov.mail.protection.outlook.com.,10,IN,MX
flhealthsource.gov,12780,flhealthsource.gov,flhealthsource-gov.mail.protection.outlook.com.,0,IN,MX
flhistoriccapitol.gov,12781,flhistoriccapitol.gov,smtpb.leg.state.fl.us.,5,IN,MX
flhouse.gov,12783,flhouse.gov,hitesa1.myfloridahouse.gov.,10,IN,MX
flhsmv.gov,12786,flhsmv.gov,cluster9.us.messagelabs.com.,10,IN,MX
flleg.gov,12787,flleg.gov,flleg-gov.mail.protection.outlook.com.,0,IN,MX
fllegislativemailings.gov,12788,fllegislativemailings.gov,smtp.fllegislativemailings.gov.,20,IN,MX
flofr.gov,12790,flofr.gov,flofr-gov.mail.protection.outlook.com.,0,IN,MX
floir.gov,12791,floir.gov,floir-gov.mail.protection.outlook.com.,0,IN,MX
florence-ky.gov,2370,florence-ky.gov,d284582a.ess.barracudanetworks.com.,10,IN,MX
florence-nj.gov,2372,florence-nj.gov,d275890b.ess.barracudanetworks.com.,0,IN,MX
florenceaz.gov,2369,florenceaz.gov,florenceaz-gov.mail.protection.outlook.com.,0,IN,MX
florencecountysc.gov,10416,florencecountysc.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
florencecountywi.gov,8631,florencecountywi.gov,florencecountywi-gov.mx1.arsmtp.com.,10,IN,MX
florenceutilitieswi.gov,2375,florenceutilitieswi.gov,florenceutilitieswi.gov.1.0001.arsmtp.com.,10,IN,MX
florencewi.gov,2377,florencewi.gov,florencewi-gov.mx1.arsmtp.com.,10,IN,MX
floresvilleedctx.gov,2378,floresvilleedctx.gov,floresvilleedctx-gov.mail.protection.outlook.com.,0,IN,MX
floresvilletx.gov,2379,floresvilletx.gov,floresvilletx-gov.mail.protection.outlook.com.,0,IN,MX
florida.gov,12797,florida.gov,suncom.dms.state.fl.us.,5,IN,MX
floridacityfl.gov,2380,floridacityfl.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
floridados.gov,12792,floridados.gov,mxb-0033a101.gslb.pphosted.com.,10,IN,MX
floridaethics.gov,12794,floridaethics.gov,smtpb.leg.state.fl.us.,5,IN,MX
floridafx.gov,12796,floridafx.gov,.,0,IN,MX
floridahealth.gov,12798,floridahealth.gov,mxb-0054c201.gslb.pphosted.com.,10,IN,MX
floridalobbyist.gov,12800,floridalobbyist.gov,floridalobbyist-gov.mail.protection.outlook.com.,0,IN,MX
floridapace.gov,12801,floridapace.gov,floridapace-gov.mail.protection.outlook.com.,0,IN,MX
floridaredistricting.gov,12802,floridaredistricting.gov,hitesa1.myfloridahouse.gov.,10,IN,MX
floridasacupuncture.gov,12804,floridasacupuncture.gov,floridasacupuncture-gov.mail.protection.outlook.com.,0,IN,MX
floridasathletictraining.gov,12805,floridasathletictraining.gov,floridasathletictraining-gov.mail.protection.outlook.com.,0,IN,MX
floridaschiropracticmedicine.gov,12806,floridaschiropracticmedicine.gov,floridaschiropracticmedicine-gov.mail.protection.outlook.com.,0,IN,MX
floridasclinicallabs.gov,12807,floridasclinicallabs.gov,floridasclinicallabs-gov.mail.protection.outlook.com.,0,IN,MX
floridasdentistry.gov,12808,floridasdentistry.gov,floridasdentistry-gov.mail.protection.outlook.com.,0,IN,MX
floridashealth.gov,12809,floridashealth.gov,flhealth-gov.mail.protection.outlook.com.,10,IN,MX
floridashearingaidspecialists.gov,12810,floridashearingaidspecialists.gov,floridashearingaidspecialists-gov.mail.protection.outlook.com.,0,IN,MX
floridasmassagetherapy.gov,12811,floridasmassagetherapy.gov,floridasmassagetherapy-gov.mail.protection.outlook.com.,0,IN,MX
floridasmentalhealthprofessions.gov,12812,floridasmentalhealthprofessions.gov,floridasmentalhealthprofessions-gov.mail.protection.outlook.com.,0,IN,MX
floridasnursing.gov,12813,floridasnursing.gov,floridasnursing-gov.mail.protection.outlook.com.,0,IN,MX
floridasnursinghomeadmin.gov,12814,floridasnursinghomeadmin.gov,floridasnursinghomeadmin-gov.mail.protection.outlook.com.,0,IN,MX
floridasoccupationaltherapy.gov,12815,floridasoccupationaltherapy.gov,floridasoccupationaltherapy-gov.mail.protection.outlook.com.,0,IN,MX
floridasoptometry.gov,12816,floridasoptometry.gov,floridasoptometry-gov.mail.protection.outlook.com.,0,IN,MX
floridasorthotistsprosthetists.gov,12817,floridasorthotistsprosthetists.gov,floridasorthotistsprosthetists-gov.mail.protection.outlook.com.,0,IN,MX
floridasosteopathicmedicine.gov,12818,floridasosteopathicmedicine.gov,floridasosteopathicmedicine-gov.mail.protection.outlook.com.,0,IN,MX
floridaspharmacy.gov,12819,floridaspharmacy.gov,floridaspharmacy-gov.mail.protection.outlook.com.,0,IN,MX
floridasphysicaltherapy.gov,12820,floridasphysicaltherapy.gov,floridasphysicaltherapy-gov.mail.protection.outlook.com.,0,IN,MX
floridaspodiatricmedicine.gov,12821,floridaspodiatricmedicine.gov,floridaspodiatricmedicine-gov.mail.protection.outlook.com.,0,IN,MX
floridasrespiratorycare.gov,12822,floridasrespiratorycare.gov,floridasrespiratorycare-gov.mail.protection.outlook.com.,0,IN,MX
floridasspeechaudiology.gov,12823,floridasspeechaudiology.gov,floridasspeechaudiology-gov.mail.protection.outlook.com.,0,IN,MX
flowermound.gov,2382,flowermound.gov,flowermound-gov.mail.protection.outlook.com.,0,IN,MX
flowoodpolice.gov,2383,flowoodpolice.gov,flowoodpolice-gov.mail.protection.outlook.com.,0,IN,MX
floydcova.gov,10418,floydcova.gov,d295872a.ess.barracudanetworks.com.,20,IN,MX
flpd.gov,2384,flpd.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
flpd6.gov,12824,flpd6.gov,mxb-006d8401.gslb.pphosted.com.,10,IN,MX
flra.gov,11265,flra.gov,flra-gov.mail.protection.outlook.com.,0,IN,MX
flsa6.gov,12826,flsa6.gov,mxb-006d8401.gslb.pphosted.com.,10,IN,MX
flsenate.gov,12830,flsenate.gov,smtpb.leg.state.fl.us.,5,IN,MX
fltreasurehunt.gov,12832,fltreasurehunt.gov,fltreasurehunt-gov.mail.protection.outlook.com.,10,IN,MX
fmbfirefl.gov,11996,fmbfirefl.gov,fmbfirefl-gov.mail.protection.outlook.com.,0,IN,MX
fmc.gov,11266,fmc.gov,fmc-gov.mail.protection.outlook.com.,0,IN,MX
fmcs.gov,11267,fmcs.gov,fmcs-gov.mail.protection.outlook.com.,0,IN,MX
fmdiversion.gov,11846,fmdiversion.gov,d280283a.ess.barracudanetworks.com.,10,IN,MX
fmshrc.gov,11268,fmshrc.gov,fmshrc-gov.mail.protection.outlook.com.,0,IN,MX
fnal.gov,10597,fnal.gov,fnal-gov.mail.protection.outlook.com.,10,IN,MX
fnsb.gov,8632,fnsb.gov,mail.fnsb.us.,10,IN,MX
foia.gov,10955,foia.gov,mx-dc2.usdoj.gov.,10,IN,MX
follansbeewv.gov,2386,follansbeewv.gov,follansbeewv-gov.mail.protection.outlook.com.,0,IN,MX
follybeach.gov,2387,follybeach.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
fontanaca.gov,2389,fontanaca.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
foodsafety.gov,10779,foodsafety.gov,smtp2.ees.hhs.gov.,10,IN,MX
footvillewi.gov,2393,footvillewi.gov,aspmx.l.google.com.,1,IN,MX
fordlibrarymuseum.gov,11458,fordlibrarymuseum.gov,us.etp.fireeyegov.com.,10,IN,MX
forestcountypa.gov,8633,forestcountypa.gov,forestcountypa-gov.mail.protection.outlook.com.,0,IN,MX
forestgrove-or.gov,2396,forestgrove-or.gov,d59809b.ess.barracudanetworks.com.,10,IN,MX
forestheightsmd.gov,2398,forestheightsmd.gov,forestheightsmd-gov.mail.protection.outlook.com.,10,IN,MX
forestmspd.gov,2399,forestmspd.gov,mail.forestmspd.gov.,0,IN,MX
forestparkga.gov,2400,forestparkga.gov,d313046a.ess.barracudanetworks.com.,10,IN,MX
forestparkok.gov,2402,forestparkok.gov,forestparkok-gov.mail.protection.outlook.com.,0,IN,MX
foresttownrcwi.gov,2407,foresttownrcwi.gov,aspmx.l.google.com.,1,IN,MX
forfeiture.gov,10957,forfeiture.gov,mx-da6.usdoj.gov.,10,IN,MX
forneytx.gov,2408,forneytx.gov,forneytx-gov.mail.protection.outlook.com.,0,IN,MX
forsyth-il.gov,2409,forsyth-il.gov,forsythil-gov01i.mail.protection.outlook.com.,0,IN,MX
forsythcountync.gov,8634,forsythcountync.gov,forsythcountync-gov.mail.protection.outlook.com.,10,IN,MX
forsythmo.gov,2410,forsythmo.gov,forsythmo-gov.mail.protection.outlook.com.,0,IN,MX
fortatkinsonia.gov,2411,fortatkinsonia.gov,fortatkinsonia-gov.mail.protection.outlook.com.,0,IN,MX
fortatkinsonwi.gov,2412,fortatkinsonwi.gov,cofa.in.tmes.trendmicro.com.,10,IN,MX
fortbendcountytx.gov,8635,fortbendcountytx.gov,mx1.hc2422-28.iphmx.com.,10,IN,MX
fortbendisd.gov,11997,fortbendisd.gov,fortbendisd-gov.mail.protection.outlook.com.,10,IN,MX
fortcollins-co.gov,2413,fortcollins-co.gov,esa4.hc2449-16.iphmx.com.,0,IN,MX
fortdeposital.gov,2417,fortdeposital.gov,fortdeposital-gov.mail.protection.outlook.com.,0,IN,MX
fortlauderdale.gov,12834,fortlauderdale.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
fortluptonco.gov,2418,fortluptonco.gov,mxa-0080cb01.gslb.pphosted.com.,3,IN,MX
fortmillsc.gov,2420,fortmillsc.gov,fortmillsc-gov.mail.protection.outlook.com.,0,IN,MX
fortmyersbeachfl.gov,2421,fortmyersbeachfl.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
fortoglethorpega.gov,2423,fortoglethorpega.gov,mxpool1.us.spamgateway.comodo.com.,0,IN,MX
fortsillapache-nsn.gov,13613,fortsillapache-nsn.gov,fortsillapachensn-gov03e.mail.protection.outlook.com.,0,IN,MX
fortwinn.gov,2426,fortwinn.gov,aspmx.l.google.com.,10,IN,MX
fortworthtexas.gov,2429,fortworthtexas.gov,mxb-005e6701.gslb.pphosted.com.,10,IN,MX
fostoriaohio.gov,2431,fostoriaohio.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
fountaincitywi.gov,2436,fountaincitywi.gov,aspmx.l.google.com.,1,IN,MX
fountainco.gov,2438,fountainco.gov,fountainco-gov.mail.protection.outlook.com.,0,IN,MX
fountainhillsaz.gov,2440,fountainhillsaz.gov,d287048a.ess.barracudanetworks.com.,10,IN,MX
fountainvalley.gov,2441,fountainvalley.gov,d300556a.ess.barracudanetworks.com.,10,IN,MX
foxboroughma.gov,2444,foxboroughma.gov,mx-01-us-east-2.prod.hydra.sophos.com.,5,IN,MX
foxcrossingwi.gov,2445,foxcrossingwi.gov,mail.mailroute.net.,10,IN,MX
