url,,url,exchange,preference,class,type
topsfield-ma.gov,6447,topsfield-ma.gov,topsfieldma-gov02c.mail.protection.outlook.com.,0,IN,MX
torranceca.gov,6448,torranceca.gov,torranceca-gov.mail.protection.outlook.com.,0,IN,MX
torresmartinez-nsn.gov,13840,torresmartinez-nsn.gov,d132490a.ess.barracudanetworks.com.,10,IN,MX
torreyutah.gov,6449,torreyutah.gov,mx.xmission.com.,10,IN,MX
torringtonwy.gov,6450,torringtonwy.gov,mail2.goshencounty.org.,10,IN,MX
towerlakes-il.gov,6455,towerlakes-il.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
townfremontwi.gov,6462,townfremontwi.gov,aspmx.l.google.com.,1,IN,MX
townoconomowoc-wi.gov,6463,townoconomowoc-wi.gov,townoconomowocwi-gov03e.mail.protection.outlook.com.,0,IN,MX
townofadamsgreencountywi.gov,6464,townofadamsgreencountywi.gov,townofadamsgreencountywi-gov.mail.protection.outlook.com.,0,IN,MX
townofadamsjacksoncowi.gov,6465,townofadamsjacksoncowi.gov,townofadamsjacksoncowi.gov.,0,IN,MX
townofadamswi.gov,6466,townofadamswi.gov,mail.townofadamswi.gov.,10,IN,MX
townofavonwi.gov,6467,townofavonwi.gov,aspmx.l.google.com.,1,IN,MX
townofbalsamlakewi.gov,6472,townofbalsamlakewi.gov,townofbalsamlakewi-gov.mail.protection.outlook.com.,0,IN,MX
townofbarneswi.gov,6475,townofbarneswi.gov,mx.spamexperts.com.,10,IN,MX
townofbayfieldwi.gov,6479,townofbayfieldwi.gov,aspmx.l.google.com.,1,IN,MX
townofbeavermarinettewi.gov,6481,townofbeavermarinettewi.gov,townofbeavermarinettewi.gov.,0,IN,MX
townofbeecherwi.gov,6482,townofbeecherwi.gov,townofbeecherwi.gov.,0,IN,MX
townofbelgiumwi.gov,6483,townofbelgiumwi.gov,townofbelgiumwi-gov.mail.protection.outlook.com.,0,IN,MX
townofbeloitwi.gov,6488,townofbeloitwi.gov,aspmx.l.google.com.,1,IN,MX
townofblowingrocknc.gov,6490,townofblowingrocknc.gov,townofblowingrocknc-gov.mail.protection.outlook.com.,0,IN,MX
townofblythewoodsc.gov,6491,townofblythewoodsc.gov,townofblythewoodsc-gov.mail.protection.outlook.com.,0,IN,MX
townofbonelakewi.gov,6492,townofbonelakewi.gov,townofbonelakewi-gov.mail.protection.outlook.com.,0,IN,MX
townofbrazeauwi.gov,12250,townofbrazeauwi.gov,townofbrazeauwi-gov.mail.protection.outlook.com.,0,IN,MX
townofbrillionwi.gov,6493,townofbrillionwi.gov,aspmx.l.google.com.,1,IN,MX
townofbrinybreezes-fl.gov,6498,townofbrinybreezes-fl.gov,mail.townofbrinybreezes-fl.gov.,10,IN,MX
townofbrooklynwi.gov,6499,townofbrooklynwi.gov,townofbrooklynwi-gov.mail.protection.outlook.com.,0,IN,MX
townofbrothertownwi.gov,6501,townofbrothertownwi.gov,aspmx.l.google.com.,1,IN,MX
townofbutlerwi.gov,13355,townofbutlerwi.gov,townofbutlerwi-gov.mail.protection.outlook.com.,0,IN,MX
townofbyronwi.gov,6506,townofbyronwi.gov,aspmx.l.google.com.,1,IN,MX
townofcadizwi.gov,6510,townofcadizwi.gov,townofcadizwi-gov.mail.protection.outlook.com.,0,IN,MX
townofcaledoniacolumbiawi.gov,6515,townofcaledoniacolumbiawi.gov,aspmx.l.google.com.,1,IN,MX
townofcallahan-fl.gov,6516,townofcallahan-fl.gov,townofcallahanfl-gov03e.mail.protection.outlook.com.,0,IN,MX
townofcampbellwi.gov,6517,townofcampbellwi.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
townofcaponbridgewv.gov,6519,townofcaponbridgewv.gov,townofcaponbridgewv-gov.mail.protection.outlook.com.,10,IN,MX
townofcarthagetn.gov,6520,townofcarthagetn.gov,townofcarthagetn-gov.mail.protection.outlook.com.,0,IN,MX
townofcarync.gov,6522,townofcarync.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
townofcatskillny.gov,6524,townofcatskillny.gov,townofcatskillny-gov.mail.protection.outlook.com.,0,IN,MX
townofcedarburgwi.gov,6525,townofcedarburgwi.gov,townofcedarburgwi-gov.mx1.arsmtp.com.,10,IN,MX
townofchapelhilltn.gov,6527,townofchapelhilltn.gov,mx1.emailsrvr.com.,10,IN,MX
townofchenangony.gov,6530,townofchenangony.gov,townofchenangony-gov.mx1.arsmtp.com.,10,IN,MX
townofchesterwi.gov,6531,townofchesterwi.gov,townofchesterwi-gov.mail.protection.outlook.com.,0,IN,MX
townofclarnowi.gov,6532,townofclarnowi.gov,townofclarnowi-gov.mail.protection.outlook.com.,0,IN,MX
townofclearfieldwi.gov,6535,townofclearfieldwi.gov,aspmx.l.google.com.,1,IN,MX
townofclearlakewi.gov,6538,townofclearlakewi.gov,townofclearlakewi-gov.mail.protection.outlook.com.,0,IN,MX
townofclevelandnc.gov,6539,townofclevelandnc.gov,townofclevelandnc-gov.mail.protection.outlook.com.,0,IN,MX
townofclymanwi.gov,6543,townofclymanwi.gov,aspmx.l.google.com.,1,IN,MX
townofcooperstownwi.gov,6549,townofcooperstownwi.gov,aspmx.l.google.com.,1,IN,MX
townofcranmoor.gov,6550,townofcranmoor.gov,townofcranmoor-gov.mail.protection.outlook.com.,0,IN,MX
townofcrownpointny.gov,6553,townofcrownpointny.gov,aspmx.l.google.com.,1,IN,MX
townofdaltonnh.gov,6556,townofdaltonnh.gov,townofdaltonnh-gov.mail.protection.outlook.com.,0,IN,MX
townofdane.gov,6557,townofdane.gov,townofdane-gov.mail.protection.outlook.com.,0,IN,MX
townofdecaturwi.gov,6558,townofdecaturwi.gov,townofdecaturwi-gov.mail.protection.outlook.com.,0,IN,MX
townofdeerparkny.gov,6559,townofdeerparkny.gov,townofdeerparkny-gov.mail.protection.outlook.com.,0,IN,MX
townofdepositny.gov,6561,townofdepositny.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
townofdexterwi.gov,6565,townofdexterwi.gov,aspmx.l.google.com.,1,IN,MX
townofdraperwi.gov,6568,townofdraperwi.gov,townofdraperwi-gov.mail.protection.outlook.com.,0,IN,MX
townofdrummondmt.gov,6569,townofdrummondmt.gov,townofdrummondmt-gov.mail.protection.outlook.com.,0,IN,MX
townofdunbarwi.gov,6571,townofdunbarwi.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
townofdunnwi.gov,6572,townofdunnwi.gov,townofdunnwi-gov.mail.protection.outlook.com.,0,IN,MX
townofeasttroywi.gov,6573,townofeasttroywi.gov,townofeasttroywi-gov.mail.protection.outlook.com.,0,IN,MX
townofeaugallewi.gov,6578,townofeaugallewi.gov,aspmx.l.google.com.,1,IN,MX
townofedenwi.gov,6579,townofedenwi.gov,townofedenwi-gov.mail.protection.outlook.com.,0,IN,MX
townofemmetwi.gov,6580,townofemmetwi.gov,townofemmetwi-gov.mail.protection.outlook.com.,0,IN,MX
townofessexny.gov,6582,townofessexny.gov,mf1.digitaltowpath.org.,10,IN,MX
townofevansny.gov,6585,townofevansny.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
townoffairfieldwi.gov,6589,townoffairfieldwi.gov,aspmx.l.google.com.,1,IN,MX
townoffonddulacwi.gov,6591,townoffonddulacwi.gov,townoffonddulacwi-gov.mail.protection.outlook.com.,0,IN,MX
townofforestvernonwi.gov,6592,townofforestvernonwi.gov,TOWNOFFORESTVERNONWI-GOV.mail.protection.outlook.com.,0,IN,MX
townofgalewi.gov,6593,townofgalewi.gov,mail.mcsnetworks.com.,10,IN,MX
townofgardenvalleywi.gov,6595,townofgardenvalleywi.gov,aspmx.l.google.com.,1,IN,MX
townofgardnerwi.gov,6599,townofgardnerwi.gov,townofgardnerwi-gov.mail.protection.outlook.com.,0,IN,MX
townofgermantownwi.gov,6600,townofgermantownwi.gov,townofgermantownwi-gov.mail.protection.outlook.com.,0,IN,MX
townofgibsonwi.gov,6605,townofgibsonwi.gov,aspmx.l.google.com.,1,IN,MX
townofgoldenmeadow-la.gov,6611,townofgoldenmeadow-la.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
townofgoreok.gov,6612,townofgoreok.gov,townofgoreok-gov.mail.protection.outlook.com.,0,IN,MX
townofgraftonwi.gov,6613,townofgraftonwi.gov,townofgraftonwi-gov.mail.protection.outlook.com.,0,IN,MX
townofgrantshawanowi.gov,6616,townofgrantshawanowi.gov,aspmx.l.google.com.,1,IN,MX
townofgranvillewv.gov,6619,townofgranvillewv.gov,d157200a.ess.barracudanetworks.com.,10,IN,MX
townofgreengrovewi.gov,6621,townofgreengrovewi.gov,aspmx.l.google.com.,1,IN,MX
townofgreenlake.gov,6626,townofgreenlake.gov,cuda.dewebworks.net.,10,IN,MX
townofhalfmoon-ny.gov,6628,townofhalfmoon-ny.gov,townofhalfmoonny-gov03e.mail.protection.outlook.com.,0,IN,MX
townofhamburgny.gov,6629,townofhamburgny.gov,d275946a.ess.barracudanetworks.com.,0,IN,MX
townofhamiltonny.gov,6631,townofhamiltonny.gov,d312106a.ess.barracudanetworks.com.,0,IN,MX
townofharrisonmcwi.gov,6635,townofharrisonmcwi.gov,aspmx.l.google.com.,1,IN,MX
townofhartfordwi.gov,6639,townofhartfordwi.gov,townofhartfordwi-gov.mail.protection.outlook.com.,0,IN,MX
townofhaverhill-fl.gov,6641,townofhaverhill-fl.gov,d229868a.ess.barracudanetworks.com.,10,IN,MX
townofhaydenaz.gov,6643,townofhaydenaz.gov,townofhaydenaz-gov.mail.protection.outlook.com.,3600,IN,MX
townofherman-wi.gov,6645,townofherman-wi.gov,aspmx.l.google.com.,1,IN,MX
townofhollandwi.gov,6649,townofhollandwi.gov,mail.mcsnetworks.com.,10,IN,MX
townofhomecroftin.gov,6655,townofhomecroftin.gov,aspmx.l.google.com.,1,IN,MX
townofhulbertok.gov,6661,townofhulbertok.gov,aspmx.l.google.com.,10,IN,MX
townofhumeny.gov,6662,townofhumeny.gov,mail.townofhumeny.gov.,0,IN,MX
townofhurtva.gov,6663,townofhurtva.gov,townofhurtva-gov.mail.protection.outlook.com.,50,IN,MX
townofhustisford.gov,6664,townofhustisford.gov,townofhustisford-gov.mail.protection.outlook.com.,0,IN,MX
townofislip-ny.gov,6665,townofislip-ny.gov,d110795a.ess.barracudanetworks.com.,5,IN,MX
townofjacksonadamswi.gov,6668,townofjacksonadamswi.gov,aspmx.l.google.com.,1,IN,MX
townofjacksonwi.gov,6672,townofjacksonwi.gov,townofjacksonwi-gov.mail.protection.outlook.com.,0,IN,MX
townofjanesvillewi.gov,6673,townofjanesvillewi.gov,townofjanesvillewi-gov.mail.protection.outlook.com.,0,IN,MX
townofjayny.gov,6678,townofjayny.gov,aspmx.l.google.com.,1,IN,MX
townofjohnsonwi.gov,6679,townofjohnsonwi.gov,townofjohnsonwi-gov.mail.protection.outlook.com.,0,IN,MX
townofjohnstonsc.gov,6680,townofjohnstonsc.gov,mail.townofjohnstonsc.gov.,10,IN,MX
townofjordanwi.gov,6681,townofjordanwi.gov,townofjordanwi-gov.mail.protection.outlook.com.,0,IN,MX
townofkeeneny.gov,6684,townofkeeneny.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
townofkentny.gov,6687,townofkentny.gov,townofkentny-gov.mail.protection.outlook.com.,0,IN,MX
townofkershawsc.gov,6688,townofkershawsc.gov,townofkershawsc-gov.mail.protection.outlook.com.,10,IN,MX
townofkewaskumwi.gov,6690,townofkewaskumwi.gov,aspmx.l.google.com.,1,IN,MX
townoflagrangemcwi.gov,6694,townoflagrangemcwi.gov,townoflagrangemcwi-gov.mail.protection.outlook.com.,1,IN,MX
townoflakemarinettewi.gov,6695,townoflakemarinettewi.gov,townoflakemarinettewi.gov.,0,IN,MX
townoflakeviewor.gov,6696,townoflakeviewor.gov,townoflakeviewor-gov.mail.protection.outlook.com.,0,IN,MX
townoflamartinewi.gov,6697,townoflamartinewi.gov,townoflamartinewi-gov.mail.protection.outlook.com.,0,IN,MX
townoflandisnc.gov,6698,townoflandisnc.gov,townoflandisnc-gov.mail.protection.outlook.com.,0,IN,MX
townoflapointewi.gov,6699,townoflapointewi.gov,townoflapointewi-gov.mail.protection.outlook.com.,0,IN,MX
townoflaveta-co.gov,6700,townoflaveta-co.gov,aspmx.l.google.com.,1,IN,MX
townoflebanonny.gov,6705,townoflebanonny.gov,mail.townoflebanonny.gov.,10,IN,MX
townoflenrootwi.gov,6706,townoflenrootwi.gov,mx1.emailsrvr.com.,10,IN,MX
townofleroywi.gov,6708,townofleroywi.gov,townofleroywi-gov.mail.protection.outlook.com.,0,IN,MX
townoflibertyocwi.gov,6709,townoflibertyocwi.gov,mail.townoflibertyocwi.gov.,0,IN,MX
townoflindenwi.gov,6710,townoflindenwi.gov,townoflindenwi.gov.,0,IN,MX
townoflomira.gov,6711,townoflomira.gov,townoflomira-gov.mail.protection.outlook.com.,0,IN,MX
townoflucas-wi.gov,6712,townoflucas-wi.gov,mx1.mailchannels.net.,1,IN,MX
townofluskwy.gov,6714,townofluskwy.gov,townofluskwy-gov.mail.protection.outlook.com.,0,IN,MX
townoflyndonwi.gov,6718,townoflyndonwi.gov,aspmx.l.google.com.,1,IN,MX
townoflynneoneidactywi.gov,6721,townoflynneoneidactywi.gov,aspmx.l.google.com.,1,IN,MX
townofmackfordwi.gov,6725,townofmackfordwi.gov,mail.mcsnetworks.com.,10,IN,MX
townofmarshfieldwi.gov,6727,townofmarshfieldwi.gov,aspmx.l.google.com.,1,IN,MX
townofmcmillan.gov,6731,townofmcmillan.gov,townofmcmillan-gov.mail.protection.outlook.com.,0,IN,MX
townofmecanwi.gov,6732,townofmecanwi.gov,townofmecanwi-gov.mail.protection.outlook.com.,0,IN,MX
townofmentorwi.gov,6733,townofmentorwi.gov,townofmentorwi.gov.,0,IN,MX
townofmerrillwi.gov,6734,townofmerrillwi.gov,aspmx.l.google.com.,1,IN,MX
townofmertonwi.gov,6739,townofmertonwi.gov,townofmertonwi-gov.mail.protection.outlook.com.,0,IN,MX
townofmiddleinletwi.gov,6740,townofmiddleinletwi.gov,mail.townofmiddleinletwi.gov.,0,IN,MX
townofmiltonwi.gov,6742,townofmiltonwi.gov,aspmx.l.google.com.,1,IN,MX
townofminervany.gov,6746,townofminervany.gov,aspmx.l.google.com.,1,IN,MX
townofminocqua.gov,6751,townofminocqua.gov,townofminocqua.gov.,0,IN,MX
townofmonroewi.gov,6752,townofmonroewi.gov,townofmonroewi-gov.mail.protection.outlook.com.,0,IN,MX
townofmonteagle-tn.gov,6754,townofmonteagle-tn.gov,mx1c25.carrierzone.com.,10,IN,MX
townofmontereytn.gov,6757,townofmontereytn.gov,townofmontereytn-gov.mail.protection.outlook.com.,0,IN,MX
townofmoriahny.gov,6761,townofmoriahny.gov,aspmx.l.google.com.,1,IN,MX
townofmtpleasantwi.gov,6763,townofmtpleasantwi.gov,townofmtpleasantwi-gov.mail.protection.outlook.com.,0,IN,MX
townofnasewaupeewi.gov,6764,townofnasewaupeewi.gov,townofnasewaupeewi-gov.mail.protection.outlook.com.,0,IN,MX
townofnashvillenc.gov,6765,townofnashvillenc.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
townofnecedahwi.gov,6768,townofnecedahwi.gov,necedah-us.p10.mxthunder.com.,10,IN,MX
townofnepeuskun.gov,6774,townofnepeuskun.gov,aspmx.l.google.com.,1,IN,MX
townofnewglaruswi.gov,6776,townofnewglaruswi.gov,townofnewglaruswi-gov.mail.protection.outlook.com.,0,IN,MX
townofnewhartfordny.gov,6778,townofnewhartfordny.gov,d277461a.ess.barracudanetworks.com.,10,IN,MX
townofnilesny.gov,6779,townofnilesny.gov,townofnilesny-gov.mail.protection.outlook.com.,10,IN,MX
townofnorth-sc.gov,6786,townofnorth-sc.gov,mail.townofnorth-sc.gov.,0,IN,MX
townofnortheastny.gov,6780,townofnortheastny.gov,mail.townofnortheastny.gov.,0,IN,MX
townofnorthhudsonny.gov,6781,townofnorthhudsonny.gov,aspmx.l.google.com.,1,IN,MX
townofnorwaywi.gov,6787,townofnorwaywi.gov,mx1.emailsrvr.com.,0,IN,MX
townofnorwichny.gov,6789,townofnorwichny.gov,aspmx.l.google.com.,1,IN,MX
townofomro.gov,6794,townofomro.gov,townofomro-gov.mail.protection.outlook.com.,0,IN,MX
townofonalaskawi.gov,6796,townofonalaskawi.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
townofonondaga.gov,6797,townofonondaga.gov,townofonondaga-gov.mail.protection.outlook.com.,0,IN,MX
townoforangeva.gov,6798,townoforangeva.gov,townoforangeva-gov.mail.protection.outlook.com.,0,IN,MX
townoforegonwi.gov,6800,townoforegonwi.gov,townoforegonwi-gov.inbound.emailservice.io.,10,IN,MX
townofpalermony.gov,6803,townofpalermony.gov,mx1.biz.rr.com.,10,IN,MX
townofpenningtonva.gov,6804,townofpenningtonva.gov,townofpenningtonva-gov.mail.protection.outlook.com.,0,IN,MX
townofpolk-wi.gov,6805,townofpolk-wi.gov,townofpolkwi-gov02e.mail.protection.outlook.com.,0,IN,MX
townofportwashingtonwi.gov,6807,townofportwashingtonwi.gov,townofportwashingtonwi-gov.mx1.arsmtp.com.,10,IN,MX
townofpoughkeepsie-ny.gov,6809,townofpoughkeepsie-ny.gov,d270713a.ess.barracudanetworks.com.,10,IN,MX
townofpoygan.gov,6810,townofpoygan.gov,TownofPoygan-gov.mail.protection.outlook.com.,0,IN,MX
townofprincessannemd.gov,6811,townofprincessannemd.gov,townofprincessannemd-gov.mail.protection.outlook.com.,0,IN,MX
townoframapo-ny.gov,6813,townoframapo-ny.gov,mail.townoframapo-ny.gov.,10,IN,MX
townofreseburgwi.gov,13356,townofreseburgwi.gov,townofreseburgwi-gov.mail.protection.outlook.com.,0,IN,MX
townofriblakewi.gov,6814,townofriblakewi.gov,townofriblakewi-gov.mail.protection.outlook.com.,0,IN,MX
townofrichfordwi.gov,6817,townofrichfordwi.gov,aspmx.l.google.com.,1,IN,MX
townofrichmond-walworthwi.gov,6820,townofrichmond-walworthwi.gov,mx1.emailsrvr.com.,10,IN,MX
townofrichmondwi.gov,6823,townofrichmondwi.gov,aspmx.l.google.com.,1,IN,MX
townofriverheadny.gov,6827,townofriverheadny.gov,townofriverheadny-gov.mail.protection.outlook.com.,0,IN,MX
townofrockwi.gov,6831,townofrockwi.gov,aspmx.l.google.com.,1,IN,MX
townofrudolphwi.gov,6836,townofrudolphwi.gov,aspmx.l.google.com.,1,IN,MX
townofrussellwi.gov,6840,townofrussellwi.gov,aspmx.l.google.com.,1,IN,MX
townofruthnc.gov,6843,townofruthnc.gov,mx1.emailsrvr.com.,10,IN,MX
townofrutlandwi.gov,6845,townofrutlandwi.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
townofsalemny.gov,6848,townofsalemny.gov,TownofSalemNY-gov.mail.protection.outlook.com.,0,IN,MX
townofsandcreekwi.gov,6849,townofsandcreekwi.gov,TOWNOFSANDCREEKWI-GOV.mail.protection.outlook.com.,0,IN,MX
townofsasserga.gov,6851,townofsasserga.gov,mx1.titan.email.,10,IN,MX
townofscottbrownwi.gov,6852,townofscottbrownwi.gov,townofscottbrownwi-gov.mail.protection.outlook.com.,0,IN,MX
townofsenecawoodcowi.gov,6854,townofsenecawoodcowi.gov,aspmx.l.google.com.,1,IN,MX
townofsevastopolwi.gov,6858,townofsevastopolwi.gov,townofsevastopolwi-gov.mail.protection.outlook.com.,0,IN,MX
townofsheboyganfallswi.gov,6859,townofsheboyganfallswi.gov,TOWNOFSHEBOYGANFALLSWI-GOV.mail.protection.outlook.com.,0,IN,MX
townofsheboyganwi.gov,6861,townofsheboyganwi.gov,townofsheboyganwi-gov.mail.protection.outlook.com.,0,IN,MX
townofshelburnema.gov,6862,townofshelburnema.gov,d193901a.ess.barracudanetworks.com.,1,IN,MX
townofshields-wi.gov,6864,townofshields-wi.gov,maqs-mx.email-protect.gosecure.net.,100,IN,MX
townofsidneyny.gov,6865,townofsidneyny.gov,mail.muratekcentral.com.,10,IN,MX
townofsigelwoodwi.gov,6866,townofsigelwoodwi.gov,aspmx.l.google.com.,1,IN,MX
townofsmyrna-tn.gov,6872,townofsmyrna-tn.gov,d65982a.ess.barracudanetworks.com.,20,IN,MX
townofspiderlakewi.gov,6873,townofspiderlakewi.gov,townofspiderlakewi-gov.mail.protection.outlook.com.,0,IN,MX
townofspringprairiewi.gov,6874,townofspringprairiewi.gov,townofspringprairiewi-gov.mail.protection.outlook.com.,0,IN,MX
townofstanley-wi.gov,6877,townofstanley-wi.gov,aspmx.l.google.com.,1,IN,MX
townofstarmandny.gov,6880,townofstarmandny.gov,townofstarmandny-gov.mail.protection.outlook.com.,0,IN,MX
townofstcroixfallswi.gov,6881,townofstcroixfallswi.gov,mailstore1.secureserver.net.,0,IN,MX
townofstockbridge.gov,6884,townofstockbridge.gov,townofstockbridge-gov.mail.protection.outlook.com.,0,IN,MX
townofsturgeonbay-wi.gov,6889,townofsturgeonbay-wi.gov,aspmx.l.google.com.,1,IN,MX
townofsumrallms.gov,6890,townofsumrallms.gov,townofsumrallms-gov.mail.protection.outlook.com.,0,IN,MX
townofsurfsidefl.gov,6891,townofsurfsidefl.gov,townofsurfsidefl-gov.mail.protection.outlook.com.,0,IN,MX
townofsylvesterwi.gov,6892,townofsylvesterwi.gov,townofsylvesterwi-gov.mail.protection.outlook.com.,0,IN,MX
townoftaycheedahwi.gov,6893,townoftaycheedahwi.gov,townoftaycheedahwi-gov.mail.protection.outlook.com.,0,IN,MX
townoftheresawi.gov,6895,townoftheresawi.gov,aspmx.l.google.com.,1,IN,MX
townofthomsonmn.gov,6899,townofthomsonmn.gov,townofthomsonmn-gov.mail.protection.outlook.com.,0,IN,MX
townofthorpwi.gov,6900,townofthorpwi.gov,townofthorpwi-gov.mail.protection.outlook.com.,0,IN,MX
townofthreelakeswi.gov,6901,townofthreelakeswi.gov,d282429a.ess.barracudanetworks.com.,10,IN,MX
townoftrianaal.gov,6903,townoftrianaal.gov,townoftrianaal-gov.mail.protection.outlook.com.,0,IN,MX
townoftropicut.gov,6907,townoftropicut.gov,aspmx.l.google.com.,10,IN,MX
townoftroutville-va.gov,6911,townoftroutville-va.gov,townoftroutville-va.gov.,0,IN,MX
townofturtlewi.gov,6914,townofturtlewi.gov,aspmx.l.google.com.,1,IN,MX
townofulyssesny.gov,6918,townofulyssesny.gov,d312011a.ess.barracudanetworks.com.,0,IN,MX
townofuniondoorwi.gov,6919,townofuniondoorwi.gov,townofuniondoorwi-gov.mail.protection.outlook.com.,0,IN,MX
townofuticawi.gov,6922,townofuticawi.gov,aspmx.l.google.com.,1,IN,MX
townofvermontwi.gov,6928,townofvermontwi.gov,aspmx.l.google.com.,1,IN,MX
townofveteranny.gov,6932,townofveteranny.gov,aspmx.l.google.com.,1,IN,MX
townofvinlandwi.gov,6935,townofvinlandwi.gov,aspmx.l.google.com.,1,IN,MX
townofwalworthny.gov,6940,townofwalworthny.gov,mail.townofwalworthny.gov.,10,IN,MX
townofwalworthwi.gov,6943,townofwalworthwi.gov,mailstore1.secureserver.net.,0,IN,MX
townofwappingerny.gov,6944,townofwappingerny.gov,townofwappingerny-gov.mail.protection.outlook.com.,0,IN,MX
townofwarren-ri.gov,6945,townofwarren-ri.gov,TOWNOFWARRENRI-GOV03b.mail.protection.outlook.com.,0,IN,MX
townofwarrensccwi.gov,6946,townofwarrensccwi.gov,mx.spamexperts.com.,10,IN,MX
townofwatertownwi.gov,6949,townofwatertownwi.gov,townofwatertownwi-gov.mail.protection.outlook.com.,0,IN,MX
townofwausaukeewi.gov,6950,townofwausaukeewi.gov,townofwausaukeewi.gov.,0,IN,MX
townofwautomawi.gov,10107,townofwautomawi.gov,aspmx.l.google.com.,1,IN,MX
townofwendellnc.gov,6951,townofwendellnc.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
townofwescott-wi.gov,10111,townofwescott-wi.gov,d296610a.ess.barracudanetworks.com.,0,IN,MX
townofwestfieldsaukwi.gov,6956,townofwestfieldsaukwi.gov,aspmx.l.google.com.,1,IN,MX
townofwestfordwi.gov,6959,townofwestfordwi.gov,aspmx.l.google.com.,1,IN,MX
townofwestportin.gov,6963,townofwestportin.gov,townofwestportin.gov.,10,IN,MX
townofweyauwega-wi.gov,6967,townofweyauwega-wi.gov,aspmx.l.google.com.,1,IN,MX
townofwhitewaterwi.gov,6969,townofwhitewaterwi.gov,mailstore1.secureserver.net.,0,IN,MX
townofwillsborony.gov,6971,townofwillsborony.gov,aspmx.l.google.com.,1,IN,MX
townofwinchesterwi.gov,6976,townofwinchesterwi.gov,townofwinchesterwi-gov.mail.protection.outlook.com.,0,IN,MX
townofwingatenc.gov,6977,townofwingatenc.gov,townofwingatenc-gov.mail.protection.outlook.com.,0,IN,MX
townofwinneconne.gov,6978,townofwinneconne.gov,townofwinneconne-gov.mail.protection.outlook.com.,0,IN,MX
townofwittenbergwi.gov,6979,townofwittenbergwi.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
townofwoodruffwi.gov,6984,townofwoodruffwi.gov,mx1.emailsrvr.com.,10,IN,MX
townofwoodstockva.gov,6986,townofwoodstockva.gov,townofwoodstockva-gov.mail.protection.outlook.com.,10,IN,MX
townofwoodvillewi.gov,6987,townofwoodvillewi.gov,aspmx.l.google.com.,1,IN,MX
townofwordenwi.gov,13357,townofwordenwi.gov,townofwordenwi-gov.mail.protection.outlook.com.,0,IN,MX
townofwyomingwi.gov,6995,townofwyomingwi.gov,aspmx.l.google.com.,1,IN,MX
townsendma.gov,6998,townsendma.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
townshendvt.gov,6999,townshendvt.gov,townshendvt-gov.mail.protection.outlook.com.,0,IN,MX
townshipoftabernacle-nj.gov,7000,townshipoftabernacle-nj.gov,mx1.mtaroutes.com.,10,IN,MX
tppfl.gov,7005,tppfl.gov,d223456a.ess.barracudanetworks.com.,10,IN,MX
trade.gov,10510,trade.gov,trade-gov.mail.protection.outlook.com.,1,IN,MX
transparencyflorida.gov,13358,transparencyflorida.gov,lms.laspbs.state.fl.us.,10,IN,MX
traversecitymi.gov,7008,traversecitymi.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
traviscountytx.gov,10112,traviscountytx.gov,mxb-001a5d02.gslb.pphosted.com.,5,IN,MX
treasury.gov,11150,treasury.gov,cemailhub1in.treasury.gov.,10,IN,MX
treasuryauctions.gov,11146,treasuryauctions.gov,cwmailhub1in.treasury.gov.,100,IN,MX
treasurydirect.gov,11148,treasurydirect.gov,cwmailhub1in.treasury.gov.,10,IN,MX
treasuryscams.gov,11152,treasuryscams.gov,cemailhub1in.treasury.gov.,100,IN,MX
tremontil.gov,7011,tremontil.gov,tremontil-gov.mail.protection.outlook.com.,0,IN,MX
trentonga.gov,7012,trentonga.gov,trentonga-gov.mail.protection.outlook.com.,1,IN,MX
trentonoh.gov,7013,trentonoh.gov,trentonoh-gov.mail.protection.outlook.com.,0,IN,MX
trfmn.gov,7014,trfmn.gov,trfmn-gov.mail.protection.outlook.com.,0,IN,MX
tricountyconservancy-in.gov,12252,tricountyconservancy-in.gov,smtp.secureserver.net.,0,IN,MX
tricountyhealthut.gov,12253,tricountyhealthut.gov,aspmx.l.google.com.,1,IN,MX
trinity-nc.gov,7016,trinity-nc.gov,trinitync-gov01i.mail.protection.outlook.com.,0,IN,MX
trinityal.gov,7015,trinityal.gov,trinityal-gov.mail.protection.outlook.com.,0,IN,MX
trinitycounty-ca.gov,10114,trinitycounty-ca.gov,trinitycountyca-gov03c.mail.protection.outlook.com.,10,IN,MX
trophyclubtx.gov,7017,trophyclubtx.gov,trophyclubtx-gov.mail.protection.outlook.com.,0,IN,MX
troupcountyga.gov,10115,troupcountyga.gov,lagrangega-org-1.fortimailcloud.com.,10,IN,MX
